address,area,city,state,room_type,room_count,room_facilities,site_review_rating,site_review_count,Property_id,Property_name,Property_type
"Bison Valley Road,Pothamedu View Point, Munnar",Pothamedu,Munnar,Kerala,Cirrus Cottage,34,"Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Newspapers|Reading Lamps|Mineral Water|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Primium Bathrooms|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Blackout Drapes|Handheld Showers|Safe - In - Room |Separate Bathtubs And Shower|Hill View from all Rooms|Coffee Table|Wardrobe|Sofa Table / Extra Seats |International Switch Plugs (on request)|TV|Room Heater|Bathrobes|Mirror|Luxurious Feather Mattresses|Custom Duvets / Linen|Mini Refrigerator|Utensils (on request)|Dressing Area|Luggage Rack|Attached Bathroom|Bathtub|Closet|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat|Complimentary Use of Bicycle",4.4,18,402,Property_402,Type_0
"Khingar Road, Panchgani",Khingar Road,Panchgani,Maharashtra,Deluxe A/c Room,40,Air Conditioning |Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker| Hot / Cold Running Water,3.8,73,408,Property_408,Type_0
"349, Fashion Street, Raja Park",Ajmer Road,Jaipur,Rajasthan,AC Deluxe Room,21,Air Conditioning |Basic Bathroom Amenities|Internet Connection In Room|Telephone|HD / LCD Satellite TV |Mirror|Attached Bathroom,3,5,409,Property_409,Type_1
"Pangong Lake, Spangmik","Pangong Lake, Spangmik",Leh,Jammu and Kashmir,Deluxe Tent,17,Room Service |Ensuite / Private Bathroom|Heating Facility (on request) | Hot / Cold Running Water,4.1,30,412,Property_412,Type_1
"Candolim, Bardez Goa",Candolim Area,Goa,Goa,2 BHK Apartment,2,Air Conditioning |Balcony / Terrace|Ceiling Fan,3.5,2,413,Property_413,Type_2
"79/1 Hosur Main Road, Near Aiyappa Temple",Koramangala,Bangalore,Karnataka,Standard Room,10,"Basic Bathroom Amenities|Ceiling Fan|Telephone|Breakfast Available (surcharge)|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Makeup / Shaving Mirror|Mirror",1.7,31,414,Property_414,Type_0
"Kates Point Road, Mahabaleshwar",Kates Point Road,Mahabaleshwar,Maharashtra,Lavender Regular,39,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available,4.1,79,415,Property_415,Type_1
"Melepoonchola,Vythiri",Vythiri,Wayanad,Kerala,Tranquil Room,21,"Room Service |Balcony / Terrace|Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Clothes Dryer|Crockery / Cutlery|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Full Kitchen|Mini bar - On Charge |Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Reading Lamps|Shower Caps Available|Mineral Water|Premium Beddings / Hypo-Allergenic |Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Sofa Cum Bed Available|Primium Bathrooms|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Handheld Showers|Separate Bathtubs And Shower|Bidet|Fruit Basket|Second Bathrooms|Patio - Property|Safe (on request)|Hill View from all Rooms|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Snacks / Beverage|International Switch Plugs (on request)|Private Garden|Soundproof Windows|TV|Rollaway Beds|Channel Music|Mirror|Luxurious Feather Mattresses|Custom Duvets / Linen|Utensils (on request)|Gas Cylinder - Chargeable|Local Calls Free|Stationery Kit|Dressing Area|Luggage Rack|Attached Bathroom|Bathtub|Closet|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-room Storage Space|Modern Toilet Facilities|Phone Messaging Services|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Telephone in Toilet|Western Toilet Seat",4.4,6,419,Property_419,Type_2
"9, Bhawani singh lane , Sahkar marg , c-scheme,",Station Area/Sindhi Camp,Jaipur,Rajasthan,6 Bedded Dormitory (Male &amp; Female),33,Air Conditioning |Internet Connection In Room|Shared Bathroom|Breakfast Available (surcharge)| Hot / Cold Running Water,3.7,3,421,Property_421,Type_1
Ooty Main Road.,Ooty Main Road,Mettupalayam,Tamil Nadu,Deluxe,30,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Desk in Room|Safe - In - Room,3.9,23,422,Property_422,Type_2
"RAFTING POINT , PAHALGAM",Chandanwari Road,Pahalgam,Jammu and Kashmir,Deluxe Room,13,Room Service |Balcony / Terrace|Ceiling Fan|Telephone|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Safe - In - Room |Coffee Table|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom|Bedside Table|Daily Room Cleaning|Do-Not-Disturb Notice|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Western Toilet Seat,4.3,50,425,Property_425,Type_2
Adhar Devi Road,Delwara Road,Mount Abu,Rajasthan,Superior A/c Room,42,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Tea Coffee Kettle / Maker|Refrigerator|Telephone,3.3,3,426,Property_426,Type_0
"69-A,Malsouri Avenue,Dlf Phase III Gurgaon",Dlf Phase I I I,Gurgaon,Haryana,Deluxe Room,21,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|HD / LCD Satellite TV |TV",4.6,1,433,Property_433,Type_1
Hs No. 842 Sector 47 Gurgaon,Others,Gurgaon,Haryana,Standard Room,2,Room Service |TV|Mirror|Attached Bathroom|Daily Room Cleaning|Dustbins|Extra Toilteries on Demand,4.5,11,434,Property_434,Type_2
"Casa de Bengaluru,873, 17E Main Road, 6th Block,Koramangala",Koramangala,Bangalore,Karnataka,Deluxe Room,40,Alarm Clock|Video/ DVD/ CD Player Available|Hairdryer (on request)|Tea Coffee Kettle / Maker|Kitchenette|Microwave Oven Available |Internet Connection In Room|Refrigerator|HD / LCD Satellite TV,4.3,28,437,Property_437,Type_2
"P.B.No.2357, Gandhi Square, Durbar Hall Road, Ernakulam.",Ernakulam,Ernakulam,Kerala,AC Executive Room,79,Room Service |Air Conditioning |Basic Bathroom Amenities|Hairdryer (on request)|Internet Connection In Room|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Desk in Room|Safe - In - Room |Bidet|Mirror|Attached Bathroom,3.9,45,439,Property_439,Type_1
"Chithirapuram Palace, Near Health Centre, Chithirapuram P.O, Munnar, Idukki (dist)",Chithirapuram,Munnar,Kerala,Super Deluxe Room,12,"Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Tea Coffee Kettle / Maker|Telephone|Breakfast Available (surcharge)|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Coffee Table|Wardrobe|HD / LCD Satellite TV |TV|Rollaway Beds|Mirror|Mini Refrigerator|Luggage Rack|Attached Bathroom|Closet",4.3,27,441,Property_441,Type_0
"DHANAULTI,MUSSOORIE  CHAMBA ROAD,DISTT TEHRI GARHWAL",Kempty Range,Dhanaulti,Uttarakhand,Deluxe Tents,17,Room Service |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Toiletries|TV|Mirror|Attached Bathroom,3.8,11,443,Property_443,Type_2
"Ottakathalamedu - Menonmedu Road, Chakkupallam, 6th Mile, Kumily",Kumily,Thekkady,Kerala,Deluxe Room,1,Room Service |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Mirror|Attached Bathroom,3.8,6,444,Property_444,Type_0
"81/2, Rutuja Park Society, Near Orchid School Lane, Baner, Pune",Baner,Pune,Maharashtra,Standard Room,16,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Toaster|Shower Facility Available|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Moisturiser|Safe - In - Room |HD / LCD Satellite TV |Split A.C's|Snacks / Beverage|Mirror|Mini Refrigerator|Attached Bathroom",3.8,8,445,Property_445,Type_1
"OZHUVATHDAM,VALARA P.O,LANDMARK-IRUMBU PALAM JN,NEAR VALARA WATERFALL",Others,Munnar,Kerala,FOREST PRIVATE COTTAGE,3,Balcony / Terrace|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Stove / Oven|Breakfast Available (surcharge)|Housekeeping|Desk in Room|Window Opens|Sofa Cum Bed Available|Primium Bathrooms|Safe - In - Room |Sofa Table / Extra Seats |Pillow menu|Private Garden|Mirror|Luxurious Feather Mattresses|Induction Plate|Luggage Rack|Bathtub|Closet|Clothes Hook in Bathroom|Daily Room Cleaning|Extra Toilteries on Demand|Western Toilet Seat,4.7,19,447,Property_447,Type_0
"SCO 10-11-12, Sector 17A, Chandigarh",Sector 17,Chandigarh,Punjab,Classic Room,18,Tea Coffee Kettle / Maker| Hot / Cold Running Water|HD / LCD Satellite TV |Luggage Rack,3.9,165,448,Property_448,Type_1
Parikrama Marg Near Lalita Ashram,Vrindavan,Mathura,Uttar Pradesh,Double Bedroom A/C,25,Room Service |Air Conditioning |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries,4.2,7,451,Property_451,Type_1
"BUCKSCENT CORBETT RETREAT, Near Belparao",Village Bailparao,Corbett,Uttarakhand,Standard Room,12,Room Service |Ceiling Fan|Housekeeping|Toiletries,5,1,453,Property_453,Type_0
"Agra Highway,Jamdoli, Jaipur",Others,Jaipur,Rajasthan,Deluxe Room,192,Air Conditioning |Basic Bathroom Amenities|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Window Opens|Safe - In - Room |HD / LCD Satellite TV |TV|Mirror|Bedside Table|Daily Room Cleaning|Do-Not-Disturb Notice|Modern Toilet Facilities|Western Toilet Seat,3,160,454,Property_454,Type_1
"Pallivasal P.O, Meencut, Munnar, Idukki District, Kerala",Pallivasal,Munnar,Kerala,Deluxe Room,6,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Ensuite / Private Bathroom|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Reading Lamps|Shower Caps Available|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Primium Bathrooms|Premium Amenities / Toiletries|Moisturiser|Hill View from all Rooms|Coffee Table|Wardrobe|Pillow menu|International Switch Plugs (on request)|TV|Mirror|Electronic Weighing Machine|Luggage Rack|Attached Bathroom",4.3,85,455,Property_455,Type_2
"Letchmi Estate, Munnar P.O., Idukki District",Letchmi Estate,Munnar,Kerala,Deluxe Room,10,Balcony / Terrace|Basic Bathroom Amenities|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Telephone|TV,4,10,458,Property_458,Type_2
"76, Central Road",Post Office Chowmuhuni,Agartala,Tripura,standard,15,Room Service |TV|Attached Bathroom,1,1,459,Property_459,Type_0
"5043 Hotel Shelton Main Bazar , Pahar Ganj",Paharganj,Delhi,Delhi,Deluxe Room with Complimentary Wifi,15,Room Service |Air Conditioning |Tea Coffee Kettle / Maker|Shower Facility Available|Newspapers|Mineral Water|Desk in Room|Toiletries|Local Calls Free|Extra Toilteries on Demand,4.2,72,461,Property_461,Type_2
"1066-67,Pai Walan,Dariba,Opposite Gate No-3, Jama Masjid",Old Delhi Railway Station Area,Delhi,Delhi,Single Bed Room,14,Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Toiletries|TV|Mirror,3,13,463,Property_463,Type_1
"Rishikesh Badrinath road,Shivpuri",Rishikesh Badrinath Road,Rishikesh,Uttarakhand,Deluxe Camp,30,Shared Bathroom|Western Toilet Seat,3.4,12,465,Property_465,Type_0
18 G parafulla sarkar street 17 th street calcutta,Ballygunge Area,Kolkata,West Bengal,Ac Deluxe Room,4,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Housekeeping,4,3,467,Property_467,Type_2
"Meencut, Pallivasal P.O,Munnar",Pallivasal,Munnar,Kerala,Deluxe Room,47,"Room Service |Balcony / Terrace|Cable / Satellite / Pay TV available|Crockery / Cutlery|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone|Shower Facility Available|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Wardrobe|Luggage Rack|Attached Bathroom",4.5,19,469,Property_469,Type_1
"Vadanemilli Village,Before Crocodile Park,ECR Road",East Coast Road,Mahabalipuram,Tamil Nadu,Standard,14,Room Service |Telephone| Hot / Cold Running Water|Housekeeping|TV|Attached Bathroom,3.3,25,471,Property_471,Type_0
"Door No: 28-10-25/3,Surya Bagh,Chitralaya road.",Jagadamba Junction,Visakhapatnam,Andhra Pradesh,Standard Room A/C,7,Room Service |Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Telephone,2.9,78,472,Property_472,Type_1
"K.F.C Circal , Opp Calangute Panchayat,, Lavina Street, Naikka Vado, Calangute,Goa",Calangute Area,Goa,Goa,A/C Standard Room,24,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Toiletries|Wardrobe|Sofa Table / Extra Seats |Mirror|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Dustbins|In-room Storage Space|Modern Toilet Facilities|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat,4.3,516,473,Property_473,Type_2
"Left bank - Naggar road,near Sarsai, Bharhka po Haripur",Naggar Road,Manali,Himachal Pradesh,Royal Himalyan Suite,44,Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Crockery / Cutlery|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Microwave Oven Available |Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available|Air Cooler|Snacks / Beverage|TV|Mirror|Luxurious Feather Mattresses|Custom Duvets / Linen|Dressing Area|Luggage Rack,4.1,15,474,Property_474,Type_0
"Cosy Nook Estate, Near Army Training Command, Adjacent The Mall, Shimla",Main Town,Shimla,Himachal Pradesh,Corporate Room,43,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Shower Facility Available|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Safe (on request)|Hill View from all Rooms|Coffee Table|Wardrobe|TV|Mirror|Luggage Rack|Attached Bathroom",3,42,481,Property_481,Type_1
"COCONUT CREEK Bimmut Ward, Bogmalo, Goa - 403806 India.",Bogmalo Beach Area,Goa,Goa,Air conditioned Room,10,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Safe - In - Room,4.7,16,482,Property_482,Type_2
"#3/1, 1st Main, 2nd Cross Maruhti Nagar, Madiwala,",Koramangala,Bangalore,Karnataka,Single Room,9,Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Mirror,3.3,21,483,Property_483,Type_0
"Naggar Road, Prini, Manali","Aleo, Left Bank",Manali,Himachal Pradesh,Diamond  Room,43,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Toiletries|Window Opens|Makeup / Shaving Mirror|TV|Mirror|Luggage Rack|Attached Bathroom,3.9,7,484,Property_484,Type_1
"126-A, Lane No. 6, Ravindrapuri Colony, Bhelupur, Varanasi",Bhelupur,Varanasi,Uttar Pradesh,Deluxe Room,9,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Mineral Water|TV|Mirror|Attached Bathroom|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Sufficient Lighting,4,2,485,Property_485,Type_2
Hunder Nubra,Nubra Valley,Leh,Jammu and Kashmir,Double Room,5,Room Service |Basic Bathroom Amenities| Hot / Cold Running Water,4.7,5,487,Property_487,Type_1
"#110 Dollors Colony,","Airport Area, Gokul Road",Hubli,Karnataka,Premium Room,103,Room Service |Alarm Clock|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Washing machine|TV,4.6,104,491,Property_491,Type_2
"Airport Circle, Nr. SVP International Airport, Hansol,","Airport Zone, Hansol",Ahmedabad,Gujarat,Deluxe Room,10,Air Conditioning |Cable / Satellite / Pay TV available|Mini bar - On Charge |Internet Connection In Room| Hot / Cold Running Water|Attached Bathroom,4.4,54,492,Property_492,Type_0
"Village Shivpuri, Rishikesh, Uttarakhand, laxman jhula area Pin Code 249201",Laxman Jhula Area,Rishikesh,Uttarakhand,Luxury Swiss Camp,23,"Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Mirror|Attached Bathroom",4.5,7,494,Property_494,Type_2
Giri Nivas  c/o Mr. Srinivas Dairy Farm Road Road Opposite to SAI Hockey Stadium,Madikeri,Coorg,Karnataka,A THREE-BEDROOM HOUSE WITH ONE ATTACHED BATHROOM AND ONE COMMON BATHROOM.,3,Ceiling Fan|Breakfast Available (surcharge)|HD / LCD Satellite TV |TV|Rollaway Beds|Utensils (on request)|Dustbins|Room with Window/Ventilation,4.6,7,495,Property_495,Type_0
"NH 8A, MANDVI-NALIYA HIGHWAY, VILL SHIRVA, MANDVI, KUTCH",Mandvi,Kutch,Gujarat,Deluxe Rooms,32,"Room Service |Basic Bathroom Amenities|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Mirror|Attached Bathroom|Bathtub|Daily Room Cleaning|Dustbins|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sufficient Lighting",4.5,2,496,Property_496,Type_1
"A-1, Kailash Colony",Greater Kailash Area,Delhi,Delhi,Executive Room,30,Air Conditioning |Basic Bathroom Amenities|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone|Mineral Water|TV,3.2,23,497,Property_497,Type_2
"D-14 A, Haridas ji Ki Magri, Near Oberoi Udai Vilas Hotel",Lake Pichola Area,Udaipur,Rajasthan,Deluxe Room,9,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Toiletries|TV|Mirror,4,1,498,Property_498,Type_0
"17/1A, Ranipet, Madikeri, Coorg",Madikeri,Coorg,Karnataka,Comfort zone,6,"Balcony / Terrace|Cable / Satellite / Pay TV available|Shower Facility Available|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Sofa Cum Bed Available|Air Cooler|Hill View from all Rooms|Coffee Table|Wardrobe|Sofa Table / Extra Seats |Private Garden|TV|Mirror|Utensils (on request)|Dressing Area|Attached Bathroom",4.7,104,499,Property_499,Type_1
"Village Kundlaj, Karjat Murbad Road, Kajat",Karjat Murbad Road,Karjat,Maharashtra,Deluxe Room,13,"Room Service |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Bathtub Only|TV|Mirror|Luggage Rack|Attached Bathroom|Bathtub|Dustbins|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms",2,2,500,Property_500,Type_2
"4/126D, Bokkapuram, Masinagudi Niligiris",Bokkapuarm,Masinagudi,Tamil Nadu,Bison Cottage,12,Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone| Hot / Cold Running Water|Housekeeping|Desk in Room|Safe - In - Room |Bidet|Mirror|Attached Bathroom,4.1,13,501,Property_501,Type_0
"NH 58, Opp Patanjali yogpeeth, Bahadrabad, Haridwar",Patanjali Yogpeeth,Haridwar,Uttarakhand,Executive Room AC,22,Air Conditioning |Alarm Clock|Internet Connection In Room|Newspapers| Hot / Cold Running Water|Safe - In - Room |TV|Attached Bathroom,3,26,502,Property_502,Type_1
"Near Chakrampady Bus Stand, Kumarakom North",Kumarakom Main Town,Kumarakom,Kerala,Hotel Unit (Superior Room),33,Air Conditioning |Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone,3,1,506,Property_506,Type_2
"Manikaran Road, New Kasol, Parvati Valley, Kullu, Himachal Pradesh 175105","Vpo Kasol,Manikaran Area",Kasol,Himachal Pradesh,THREE BEDED ROOM,26,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Shower Facility Available|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Coffee Table|Sofa Table / Extra Seats |TV|Mirror|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat,2.8,5,507,Property_507,Type_0
"#14/9, Behind Jakkur Flying Club, Opp. Corporation Bank, Jakkur Main Road, Jakkur, Bangalore",Kempegowda International Airport,Bangalore,Karnataka,Economy Non Ac room,10,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|HD / LCD Satellite TV |TV|Mirror|Luggage Rack|Attached Bathroom|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins",3.7,3,508,Property_508,Type_1
"Agonda, Goa",Others,Goa,Goa,DELUXE A/C SEA FACING BEACH HUT,16,Room Service |Air Conditioning |Balcony / Terrace|Ceiling Fan|Shower Facility Available|Housekeeping|Desk in Room|Wardrobe|Attached Bathroom,4.8,4,509,Property_509,Type_2
"S.C.O. 76, Circular Road, Opposite Sanatan Dharam Mandir Burail, Sector 45-C, Chandigarh",Sector 45,Chandigarh,Punjab,Deluxe Non AC Rooms,9,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Shower Facility Available|Newspapers| Hot / Cold Running Water|Housekeeping|Primium Bathrooms|Wardrobe|HD / LCD Satellite TV |Luggage Rack|Attached Bathroom,3.9,120,510,Property_510,Type_0
"Amaravathy P.O.,Kumily, Thekkady,Idukki District",Kumily,Thekkady,Kerala,Budget Room,7,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Crockery / Cutlery|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Shaving Kit /Dental Kit|Moisturiser|Air Cooler|TV|Dustbins",2,1,512,Property_512,Type_2
"Dev Dholera Village, Near Baldana Village, Dev Dholera-Bavla",Dev Dholera,Ahmedabad,Gujarat,Standard Room,53,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker|Telephone|Newspapers| Hot / Cold Running Water|Safe - In - Room,4.5,20,513,Property_513,Type_0
